id_pelanggan,kota_kabupaten_pelanggan,provinsi_pelanggan
CUST005762,Lampung Timur,Lampung
CUST005763,Tanjungbalai,Sumatera Utara
CUST005764,Bengkulu Selatan,Bengkulu
CUST005765,Batam,Kepulauan Riau
CUST005766,Pariaman,Sumatera Barat
CUST005767,Bangka Tengah,Kepulauan Bangka Belitung
CUST005768,Pangkalpinang,Kepulauan Bangka Belitung
CUST005769,Payakumbuh,Sumatera Barat
CUST005770,Padangsidimpuan,Sumatera Utara
CUST005771,Belitung Timur,Kepulauan Bangka Belitung
CUST005772,Metro,Lampung
CUST005773,Bandar Lampung,Lampung
CUST005774,Lampung Timur,Lampung
CUST005775,Bangka,Kepulauan Bangka Belitung
CUST005776,Dumai,Riau
CUST005777,Pariaman,Sumatera Barat
CUST005778,Medan,Sumatera Utara
CUST005779,Kaur,Bengkulu
CUST005780,Langsa,Aceh
CUST005781,Prabumulih,Sumatera Selatan
CUST005782,Sungai Penuh,Jambi
CUST005783,Merangin,Jambi
CUST005784,Lampung Timur,Lampung
CUST005785,Tanjungbalai,Sumatera Utara
CUST005786,Sawahlunto,Sumatera Barat
CUST005787,Bandar Lampung,Lampung
CUST005788,Ogan Komering Ilir,Sumatera Selatan
CUST005789,Indragiri Hulu,Riau
CUST005790,Tanjungpinang,Kepulauan Riau
CUST005791,Prabumulih,Sumatera Selatan
CUST005792,Kaur,Bengkulu
CUST005793,Belitung Timur,Kepulauan Bangka Belitung
CUST005794,Kepahiang,Bengkulu
CUST005795,Dumai,Riau
CUST005796,Jambi,Jambi
CUST005797,Jambi,Jambi
CUST005798,Medan,Sumatera Utara
CUST005799,Musi Banyuasin,Sumatera Selatan
CUST005800,Batam,Kepulauan Riau
CUST005801,Sibolga,Sumatera Utara
CUST005802,Lubuklinggau,Sumatera Selatan
CUST005803,Prabumulih,Sumatera Selatan
CUST005804,Natuna,Kepulauan Riau
CUST005805,Lhokseumawe,Aceh
CUST005806,Subulussalam,Aceh
CUST005807,Bangka,Kepulauan Bangka Belitung
CUST005808,Bengkulu Tengah,Bengkulu
CUST005809,Ogan Komering Ilir,Sumatera Selatan
CUST005810,Ogan Komering Ilir,Sumatera Selatan
CUST005811,Sawahlunto,Sumatera Barat
CUST005812,Lingga,Kepulauan Riau
CUST005813,Pekanbaru,Riau
CUST005814,Bengkulu,Bengkulu
CUST005815,Belitung Timur,Kepulauan Bangka Belitung
CUST005816,Lampung Barat,Lampung
CUST005817,Pariaman,Sumatera Barat
CUST005818,Muaro Jambi,Jambi
CUST005819,Indragiri Hilir,Riau
CUST005820,Metro,Lampung
CUST005821,Bintan,Kepulauan Riau
CUST005822,Solok,Sumatera Barat
CUST005823,Subulussalam,Aceh
CUST005824,Pagar Alam,Sumatera Selatan
CUST005825,Belitung,Kepulauan Bangka Belitung
CUST005826,Padangsidimpuan,Sumatera Utara
CUST005827,Karimun,Kepulauan Riau
CUST005828,Indragiri Hilir,Riau
CUST005829,Merangin,Jambi
CUST005830,Bengkulu,Bengkulu
CUST005831,Lubuklinggau,Sumatera Selatan
CUST005832,Pelalawan,Riau
CUST005833,Kampar,Riau
CUST005834,Langsa,Aceh
CUST005835,Lampung Timur,Lampung
CUST005836,Bengkulu Selatan,Bengkulu
CUST005837,Padang,Sumatera Barat
CUST005838,Bangka Selatan,Kepulauan Bangka Belitung
CUST005839,Prabumulih,Sumatera Selatan
CUST005840,Lampung Barat,Lampung
CUST005841,Bengkulu Tengah,Bengkulu
CUST005842,Sibolga,Sumatera Utara
CUST005843,Batanghari,Jambi
CUST005844,Kampar,Riau
CUST005845,Bangka Selatan,Kepulauan Bangka Belitung
CUST005846,Binjai,Sumatera Utara
CUST005847,Ogan Komering Ilir,Sumatera Selatan
CUST005848,Tanjungpinang,Kepulauan Riau
CUST005849,Bungo,Jambi
CUST005850,Sawahlunto,Sumatera Barat
CUST005851,Payakumbuh,Sumatera Barat
CUST005852,Lampung Barat,Lampung
CUST005853,Bukittinggi,Sumatera Barat
CUST005854,Pelalawan,Riau
CUST005855,Kampar,Riau
CUST005856,Lhokseumawe,Aceh
CUST005857,Tanjungpinang,Kepulauan Riau
CUST005858,Payakumbuh,Sumatera Barat
CUST005859,Kaur,Bengkulu
CUST005860,Padang,Sumatera Barat
CUST005861,Padangsidimpuan,Sumatera Utara
CUST005862,Metro,Lampung
CUST005863,Banda Aceh,Aceh
CUST005864,Belitung,Kepulauan Bangka Belitung
CUST005865,Lahat,Sumatera Selatan
CUST005866,Rejang Lebong,Bengkulu
CUST005867,Rejang Lebong,Bengkulu
CUST005868,Banda Aceh,Aceh
CUST005869,Indragiri Hilir,Riau
CUST005870,Lampung Barat,Lampung
CUST005871,Batam,Kepulauan Riau
CUST005872,Kepahiang,Bengkulu
CUST005873,Tebing Tinggi,Sumatera Utara
CUST005874,Lampung Utara,Lampung
CUST005875,Bengkulu Selatan,Bengkulu
CUST005876,Lampung Barat,Lampung
CUST005877,Banda Aceh,Aceh
CUST005878,Medan,Sumatera Utara
CUST005879,Pematangsiantar,Sumatera Utara
CUST005880,Bangka,Kepulauan Bangka Belitung
CUST005881,Subulussalam,Aceh
CUST005882,Lingga,Kepulauan Riau
CUST005883,Lampung Barat,Lampung
CUST005884,Tebing Tinggi,Sumatera Utara
CUST005885,Batam,Kepulauan Riau
CUST005886,Bengkulu Tengah,Bengkulu
CUST005887,Bengkulu Selatan,Bengkulu
CUST005888,Batam,Kepulauan Riau
CUST005889,Padangsidimpuan,Sumatera Utara
CUST005890,Tanjungbalai,Sumatera Utara
CUST005891,Bangka,Kepulauan Bangka Belitung
CUST005892,Kepahiang,Bengkulu
CUST005893,Sabang,Aceh
CUST005894,Belitung Timur,Kepulauan Bangka Belitung
CUST005895,Belitung Timur,Kepulauan Bangka Belitung
CUST005896,Bangka Selatan,Kepulauan Bangka Belitung
CUST005897,Sibolga,Sumatera Utara
CUST005898,Lingga,Kepulauan Riau
CUST005899,Tebing Tinggi,Sumatera Utara
CUST005900,Kampar,Riau
CUST005901,Binjai,Sumatera Utara
CUST005902,Natuna,Kepulauan Riau
CUST005903,Padang,Sumatera Barat
CUST005904,Bangka Selatan,Kepulauan Bangka Belitung
CUST005905,Palembang,Sumatera Selatan
CUST005906,Langsa,Aceh
CUST005907,Batam,Kepulauan Riau
CUST005908,Padang,Sumatera Barat
CUST005909,Bangka Barat,Kepulauan Bangka Belitung
CUST005910,Banda Aceh,Aceh
CUST005911,Sibolga,Sumatera Utara
CUST005912,Batanghari,Jambi
CUST005913,Bangka,Kepulauan Bangka Belitung
CUST005914,Kaur,Bengkulu
CUST005915,Langsa,Aceh
CUST005916,Jambi,Jambi
CUST005917,Belitung Timur,Kepulauan Bangka Belitung
CUST005918,Merangin,Jambi
CUST005919,Bangka Selatan,Kepulauan Bangka Belitung
CUST005920,Sawahlunto,Sumatera Barat
CUST005921,Lampung Timur,Lampung
CUST005922,Lahat,Sumatera Selatan
CUST005923,Lahat,Sumatera Selatan
CUST005924,Bangka Tengah,Kepulauan Bangka Belitung
CUST005925,Kampar,Riau
CUST005926,Tanjungbalai,Sumatera Utara
CUST005927,Langsa,Aceh
CUST005928,Langsa,Aceh
CUST005929,Padangpanjang,Sumatera Barat
CUST005930,Dumai,Riau
CUST005931,Lingga,Kepulauan Riau
CUST005932,Indragiri Hulu,Riau
CUST005933,Pagar Alam,Sumatera Selatan
CUST005934,Solok,Sumatera Barat
CUST005935,Karimun,Kepulauan Riau
CUST005936,Sibolga,Sumatera Utara
CUST005937,Batanghari,Jambi
CUST005938,Kaur,Bengkulu
CUST005939,Payakumbuh,Sumatera Barat
CUST005940,Bandar Lampung,Lampung
CUST005941,Merangin,Jambi
CUST005942,Kaur,Bengkulu
CUST005943,Sawahlunto,Sumatera Barat
CUST005944,Pekanbaru,Riau
CUST005945,Merangin,Jambi
CUST005946,Kampar,Riau
CUST005947,Lahat,Sumatera Selatan
CUST005948,Bangka Tengah,Kepulauan Bangka Belitung
CUST005949,Payakumbuh,Sumatera Barat
CUST005950,Padangpanjang,Sumatera Barat
CUST005951,Bengkulu Tengah,Bengkulu
CUST005952,Subulussalam,Aceh
CUST005953,Pekanbaru,Riau
CUST005954,Jambi,Jambi
CUST005955,Pangkalpinang,Kepulauan Bangka Belitung
CUST005956,Bangka Selatan,Kepulauan Bangka Belitung
CUST005957,Padangsidimpuan,Sumatera Utara
CUST005958,Padangsidimpuan,Sumatera Utara
CUST005959,Ogan Komering Ilir,Sumatera Selatan
CUST005960,Sungai Penuh,Jambi
CUST005961,Bengkalis,Riau
CUST005962,Banda Aceh,Aceh
CUST005963,Rejang Lebong,Bengkulu
CUST005964,Bengkulu,Bengkulu
CUST005965,Binjai,Sumatera Utara
CUST005966,Belitung,Kepulauan Bangka Belitung
CUST005967,Kerinci,Jambi
CUST005968,Bandar Lampung,Lampung
CUST005969,Bangka Barat,Kepulauan Bangka Belitung
CUST005970,Bintan,Kepulauan Riau
CUST005971,Bangka Barat,Kepulauan Bangka Belitung
CUST005972,Tanjungpinang,Kepulauan Riau
CUST005973,Langsa,Aceh
CUST005974,Ogan Komering Ilir,Sumatera Selatan
CUST005975,Rejang Lebong,Bengkulu
CUST005976,Ogan Komering Ilir,Sumatera Selatan
CUST005977,Bangka Tengah,Kepulauan Bangka Belitung
CUST005978,Karimun,Kepulauan Riau
CUST005979,Lampung Tengah,Lampung
CUST005980,Padangpanjang,Sumatera Barat
CUST005981,Subulussalam,Aceh
CUST005982,Solok,Sumatera Barat
CUST005983,Bukittinggi,Sumatera Barat
CUST005984,Bengkulu Utara,Bengkulu
CUST005985,Jambi,Jambi
CUST005986,Musi Banyuasin,Sumatera Selatan
CUST005987,Kampar,Riau
CUST005988,Karimun,Kepulauan Riau
CUST005989,Metro,Lampung
CUST005990,Lampung Barat,Lampung
CUST005991,Lampung Tengah,Lampung
CUST005992,Batanghari,Jambi
CUST005993,Bengkulu Utara,Bengkulu
CUST005994,Bengkalis,Riau
CUST005995,Padangsidimpuan,Sumatera Utara
CUST005996,Kepahiang,Bengkulu
CUST005997,Ogan Komering Ilir,Sumatera Selatan
CUST005998,Tanjungbalai,Sumatera Utara
CUST005999,Medan,Sumatera Utara
CUST006000,Pekanbaru,Riau
CUST006001,Sawahlunto,Sumatera Barat
CUST006002,Banda Aceh,Aceh
CUST006003,Kerinci,Jambi
CUST006004,Lampung Utara,Lampung
CUST006005,Sabang,Aceh
CUST006006,Belitung,Kepulauan Bangka Belitung
CUST006007,Payakumbuh,Sumatera Barat
CUST006008,Lampung Tengah,Lampung
CUST006009,Belitung,Kepulauan Bangka Belitung
CUST006010,Pematangsiantar,Sumatera Utara
CUST006011,Subulussalam,Aceh
CUST006012,Pelalawan,Riau
CUST006013,Sabang,Aceh
CUST006014,Belitung,Kepulauan Bangka Belitung
CUST006015,Lubuklinggau,Sumatera Selatan
CUST006016,Belitung,Kepulauan Bangka Belitung
CUST006017,Tanjungpinang,Kepulauan Riau
CUST006018,Karimun,Kepulauan Riau
CUST006019,Solok,Sumatera Barat
CUST006020,Bangka,Kepulauan Bangka Belitung
CUST006021,Padang,Sumatera Barat
CUST006022,Ogan Komering Ilir,Sumatera Selatan
CUST006023,Sawahlunto,Sumatera Barat
CUST006024,Palembang,Sumatera Selatan
CUST006025,Bengkulu Tengah,Bengkulu
CUST006026,Rejang Lebong,Bengkulu
CUST006027,Palembang,Sumatera Selatan
CUST006028,Musi Banyuasin,Sumatera Selatan
CUST006029,Pelalawan,Riau
CUST006030,Belitung Timur,Kepulauan Bangka Belitung
CUST006031,Padangsidimpuan,Sumatera Utara
CUST006032,Bungo,Jambi
CUST006033,Batanghari,Jambi
CUST006034,Pekanbaru,Riau
CUST006035,Karimun,Kepulauan Riau
CUST006036,Bengkalis,Riau
CUST006037,Belitung Timur,Kepulauan Bangka Belitung
CUST006038,Sabang,Aceh
CUST006039,Karimun,Kepulauan Riau
CUST006040,Lhokseumawe,Aceh
CUST006041,Subulussalam,Aceh
CUST006042,Lampung Barat,Lampung
CUST006043,Batanghari,Jambi
CUST006044,Medan,Sumatera Utara
CUST006045,Musi Banyuasin,Sumatera Selatan
CUST006046,Payakumbuh,Sumatera Barat
CUST006047,Palembang,Sumatera Selatan
CUST006048,Pematangsiantar,Sumatera Utara
CUST006049,Metro,Lampung
CUST006050,Sibolga,Sumatera Utara
CUST006051,Bangka,Kepulauan Bangka Belitung
CUST006052,Bengkulu,Bengkulu
CUST006053,Bandar Lampung,Lampung
CUST006054,Pariaman,Sumatera Barat
CUST006055,Sungai Penuh,Jambi
CUST006056,Lampung Selatan,Lampung
CUST006057,Pagar Alam,Sumatera Selatan
CUST006058,Prabumulih,Sumatera Selatan
CUST006059,Sawahlunto,Sumatera Barat
CUST006060,Jambi,Jambi
CUST006061,Lampung Timur,Lampung
CUST006062,Metro,Lampung
CUST006063,Padangpanjang,Sumatera Barat
CUST006064,Bengkulu,Bengkulu
CUST006065,Ogan Komering Ilir,Sumatera Selatan
CUST006066,Pekanbaru,Riau
CUST006067,Bengkalis,Riau
CUST006068,Langsa,Aceh
CUST006069,Bengkulu Tengah,Bengkulu
CUST006070,Palembang,Sumatera Selatan
CUST006071,Solok,Sumatera Barat
CUST006072,Indragiri Hilir,Riau
CUST006073,Jambi,Jambi
CUST006074,Bengkulu Tengah,Bengkulu
CUST006075,Bangka Selatan,Kepulauan Bangka Belitung
CUST006076,Padangpanjang,Sumatera Barat
CUST006077,Bengkulu Utara,Bengkulu
CUST006078,Rejang Lebong,Bengkulu
CUST006079,Medan,Sumatera Utara
CUST006080,Langsa,Aceh
CUST006081,Padangpanjang,Sumatera Barat
CUST006082,Pangkalpinang,Kepulauan Bangka Belitung
CUST006083,Pekanbaru,Riau
CUST006084,Prabumulih,Sumatera Selatan
CUST006085,Natuna,Kepulauan Riau
CUST006086,Sabang,Aceh
CUST006087,Lampung Barat,Lampung
CUST006088,Bungo,Jambi
CUST006089,Tebing Tinggi,Sumatera Utara
CUST006090,Rejang Lebong,Bengkulu
CUST006091,Batam,Kepulauan Riau
CUST006092,Bangka,Kepulauan Bangka Belitung
CUST006093,Bengkalis,Riau
CUST006094,Tebing Tinggi,Sumatera Utara
CUST006095,Merangin,Jambi
CUST006096,Kampar,Riau
CUST006097,Rejang Lebong,Bengkulu
CUST006098,Lampung Timur,Lampung
CUST006099,Tanjungbalai,Sumatera Utara
CUST006100,Bangka Tengah,Kepulauan Bangka Belitung
CUST006101,Bukittinggi,Sumatera Barat
CUST006102,Natuna,Kepulauan Riau
CUST006103,Bukittinggi,Sumatera Barat
CUST006104,Binjai,Sumatera Utara
CUST006105,Bengkulu,Bengkulu
CUST006106,Sungai Penuh,Jambi
CUST006107,Payakumbuh,Sumatera Barat
CUST006108,Subulussalam,Aceh
CUST006109,Pekanbaru,Riau
CUST006110,Sabang,Aceh
CUST006111,Bengkulu Utara,Bengkulu
CUST006112,Merangin,Jambi
CUST006113,Dumai,Riau
CUST006114,Prabumulih,Sumatera Selatan
CUST006115,Bandar Lampung,Lampung
CUST006116,Bangka Selatan,Kepulauan Bangka Belitung
CUST006117,Lhokseumawe,Aceh
CUST006118,Padangsidimpuan,Sumatera Utara
CUST006119,Pagar Alam,Sumatera Selatan
CUST006120,Musi Banyuasin,Sumatera Selatan
CUST006121,Rejang Lebong,Bengkulu
CUST006122,Palembang,Sumatera Selatan
CUST006123,Padang,Sumatera Barat
CUST006124,Banda Aceh,Aceh
CUST006125,Lubuklinggau,Sumatera Selatan
CUST006126,Bungo,Jambi
CUST006127,Kerinci,Jambi
CUST006128,Pematangsiantar,Sumatera Utara
CUST006129,Padangpanjang,Sumatera Barat
CUST006130,Lampung Barat,Lampung
CUST006131,Pagar Alam,Sumatera Selatan
CUST006132,Medan,Sumatera Utara
CUST006133,Subulussalam,Aceh
CUST006134,Padangpanjang,Sumatera Barat
CUST006135,Musi Banyuasin,Sumatera Selatan
CUST006136,Musi Banyuasin,Sumatera Selatan
CUST006137,Lingga,Kepulauan Riau
CUST006138,Bintan,Kepulauan Riau
CUST006139,Kampar,Riau
CUST006140,Sungai Penuh,Jambi
CUST006141,Karimun,Kepulauan Riau
CUST006142,Medan,Sumatera Utara
CUST006143,Solok,Sumatera Barat
CUST006144,Tanjungpinang,Kepulauan Riau
CUST006145,Subulussalam,Aceh
CUST006146,Dumai,Riau
CUST006147,Bandar Lampung,Lampung
CUST006148,Sibolga,Sumatera Utara
CUST006149,Bintan,Kepulauan Riau
CUST006150,Merangin,Jambi
CUST006151,Lampung Utara,Lampung
CUST006152,Indragiri Hulu,Riau
CUST006153,Padang,Sumatera Barat
CUST006154,Bukittinggi,Sumatera Barat
CUST006155,Bengkulu Utara,Bengkulu
CUST006156,Muaro Jambi,Jambi
CUST006157,Bangka Barat,Kepulauan Bangka Belitung
CUST006158,Prabumulih,Sumatera Selatan
CUST006159,Pematangsiantar,Sumatera Utara
CUST006160,Pematangsiantar,Sumatera Utara
CUST006161,Bengkulu Utara,Bengkulu
CUST006162,Belitung Timur,Kepulauan Bangka Belitung
CUST006163,Langsa,Aceh
CUST006164,Bintan,Kepulauan Riau
CUST006165,Padangpanjang,Sumatera Barat
CUST006166,Subulussalam,Aceh
CUST006167,Langsa,Aceh
CUST006168,Bengkulu Tengah,Bengkulu
CUST006169,Belitung Timur,Kepulauan Bangka Belitung
CUST006170,Pangkalpinang,Kepulauan Bangka Belitung
CUST006171,Payakumbuh,Sumatera Barat
CUST006172,Bangka Selatan,Kepulauan Bangka Belitung
CUST006173,Belitung Timur,Kepulauan Bangka Belitung
CUST006174,Bengkulu Tengah,Bengkulu
CUST006175,Bintan,Kepulauan Riau
CUST006176,Dumai,Riau
CUST006177,Langsa,Aceh
CUST006178,Batam,Kepulauan Riau
CUST006179,Natuna,Kepulauan Riau
CUST006180,Subulussalam,Aceh
CUST006181,Lampung Tengah,Lampung
CUST006182,Bangka Barat,Kepulauan Bangka Belitung
CUST006183,Muaro Jambi,Jambi
CUST006184,Bengkalis,Riau
CUST006185,Kerinci,Jambi
CUST006186,Binjai,Sumatera Utara
CUST006187,Pekanbaru,Riau
CUST006188,Bangka,Kepulauan Bangka Belitung
CUST006189,Jambi,Jambi
CUST006190,Padangpanjang,Sumatera Barat
CUST006191,Padangpanjang,Sumatera Barat
CUST006192,Langsa,Aceh
CUST006193,Indragiri Hulu,Riau
CUST006194,Medan,Sumatera Utara
CUST006195,Musi Banyuasin,Sumatera Selatan
CUST006196,Bintan,Kepulauan Riau
CUST006197,Palembang,Sumatera Selatan
CUST006198,Bangka Barat,Kepulauan Bangka Belitung
CUST006199,Payakumbuh,Sumatera Barat
CUST006200,Bintan,Kepulauan Riau
CUST006201,Palembang,Sumatera Selatan
CUST006202,Lhokseumawe,Aceh
CUST006203,Kampar,Riau
CUST006204,Sungai Penuh,Jambi
CUST006205,Jambi,Jambi
CUST006206,Belitung,Kepulauan Bangka Belitung
CUST006207,Tanjungpinang,Kepulauan Riau
CUST006208,Kaur,Bengkulu
CUST006209,Muaro Jambi,Jambi
CUST006210,Lingga,Kepulauan Riau
CUST006211,Pelalawan,Riau
CUST006212,Metro,Lampung
CUST006213,Pagar Alam,Sumatera Selatan
CUST006214,Indragiri Hulu,Riau
CUST006215,Rejang Lebong,Bengkulu
CUST006216,Metro,Lampung
CUST006217,Bengkulu Selatan,Bengkulu
CUST006218,Payakumbuh,Sumatera Barat
CUST006219,Pematangsiantar,Sumatera Utara
CUST006220,Payakumbuh,Sumatera Barat
CUST006221,Pariaman,Sumatera Barat
CUST006222,Bukittinggi,Sumatera Barat
CUST006223,Karimun,Kepulauan Riau
CUST006224,Solok,Sumatera Barat
CUST006225,Jambi,Jambi
CUST006226,Sungai Penuh,Jambi
CUST006227,Pariaman,Sumatera Barat
CUST006228,Kaur,Bengkulu
CUST006229,Batam,Kepulauan Riau
CUST006230,Binjai,Sumatera Utara
CUST006231,Pematangsiantar,Sumatera Utara
CUST006232,Indragiri Hilir,Riau
CUST006233,Bengkulu,Bengkulu
CUST006234,Bangka,Kepulauan Bangka Belitung
CUST006235,Subulussalam,Aceh
CUST006236,Pematangsiantar,Sumatera Utara
CUST006237,Bengkulu,Bengkulu
CUST006238,Tebing Tinggi,Sumatera Utara
CUST006239,Banda Aceh,Aceh
CUST006240,Bukittinggi,Sumatera Barat
CUST006241,Padangsidimpuan,Sumatera Utara
CUST006242,Solok,Sumatera Barat
CUST006243,Tanjungpinang,Kepulauan Riau
CUST006244,Banda Aceh,Aceh
CUST006245,Belitung,Kepulauan Bangka Belitung
CUST006246,Ogan Komering Ilir,Sumatera Selatan
CUST006247,Binjai,Sumatera Utara
CUST006248,Payakumbuh,Sumatera Barat
CUST006249,Karimun,Kepulauan Riau
CUST006250,Padangpanjang,Sumatera Barat
CUST006251,Prabumulih,Sumatera Selatan
CUST006252,Bukittinggi,Sumatera Barat
CUST006253,Subulussalam,Aceh
CUST006254,Merangin,Jambi
CUST006255,Pangkalpinang,Kepulauan Bangka Belitung
CUST006256,Banda Aceh,Aceh
CUST006257,Sibolga,Sumatera Utara
CUST006258,Jambi,Jambi
CUST006259,Belitung Timur,Kepulauan Bangka Belitung
CUST006260,Rejang Lebong,Bengkulu
CUST006261,Langsa,Aceh
CUST006262,Langsa,Aceh
CUST006263,Bengkulu Tengah,Bengkulu
CUST006264,Padangpanjang,Sumatera Barat
CUST006265,Sungai Penuh,Jambi
CUST006266,Kaur,Bengkulu
CUST006267,Pematangsiantar,Sumatera Utara
CUST006268,Padang,Sumatera Barat
CUST006269,Pekanbaru,Riau
CUST006270,Batanghari,Jambi
CUST006271,Sibolga,Sumatera Utara
CUST006272,Palembang,Sumatera Selatan
CUST006273,Palembang,Sumatera Selatan
CUST006274,Subulussalam,Aceh
CUST006275,Bukittinggi,Sumatera Barat
CUST006276,Bengkulu Utara,Bengkulu
CUST006277,Lahat,Sumatera Selatan
CUST006278,Solok,Sumatera Barat
CUST006279,Rejang Lebong,Bengkulu
CUST006280,Kerinci,Jambi
CUST006281,Batanghari,Jambi
CUST006282,Padangsidimpuan,Sumatera Utara
CUST006283,Lampung Timur,Lampung
CUST006284,Pagar Alam,Sumatera Selatan
CUST006285,Tebing Tinggi,Sumatera Utara
CUST006286,Langsa,Aceh
CUST006287,Padangpanjang,Sumatera Barat
CUST006288,Payakumbuh,Sumatera Barat
CUST006289,Lampung Timur,Lampung
CUST006290,Lampung Utara,Lampung
CUST006291,Medan,Sumatera Utara
CUST006292,Karimun,Kepulauan Riau
CUST006293,Sungai Penuh,Jambi
CUST006294,Padangsidimpuan,Sumatera Utara
CUST006295,Bukittinggi,Sumatera Barat
CUST006296,Bengkulu Selatan,Bengkulu
CUST006297,Prabumulih,Sumatera Selatan
CUST006298,Bengkulu Tengah,Bengkulu
CUST006299,Bengkulu Utara,Bengkulu
CUST006300,Lubuklinggau,Sumatera Selatan
CUST006301,Indragiri Hilir,Riau
CUST006302,Bengkulu Utara,Bengkulu
CUST006303,Lampung Tengah,Lampung
CUST006304,Bangka Selatan,Kepulauan Bangka Belitung
CUST006305,Bangka Tengah,Kepulauan Bangka Belitung
CUST006306,Indragiri Hilir,Riau
CUST006307,Sibolga,Sumatera Utara
CUST006308,Bengkulu Utara,Bengkulu
CUST006309,Natuna,Kepulauan Riau
CUST006310,Kampar,Riau
CUST006311,Binjai,Sumatera Utara
CUST006312,Palembang,Sumatera Selatan
CUST006313,Pelalawan,Riau
CUST006314,Lhokseumawe,Aceh
CUST006315,Bangka Selatan,Kepulauan Bangka Belitung
CUST006316,Padang,Sumatera Barat
CUST006317,Lhokseumawe,Aceh
CUST006318,Ogan Komering Ilir,Sumatera Selatan
CUST006319,Padangpanjang,Sumatera Barat
CUST006320,Metro,Lampung
CUST006321,Bangka Selatan,Kepulauan Bangka Belitung
CUST006322,Dumai,Riau
CUST006323,Pekanbaru,Riau
CUST006324,Padang,Sumatera Barat
CUST006325,Payakumbuh,Sumatera Barat
CUST006326,Sabang,Aceh
CUST006327,Palembang,Sumatera Selatan
CUST006328,Tanjungbalai,Sumatera Utara
CUST006329,Tanjungpinang,Kepulauan Riau
CUST006330,Lampung Utara,Lampung
CUST006331,Batam,Kepulauan Riau
CUST006332,Langsa,Aceh
CUST006333,Lubuklinggau,Sumatera Selatan
CUST006334,Binjai,Sumatera Utara
CUST006335,Medan,Sumatera Utara
CUST006336,Karimun,Kepulauan Riau
CUST006337,Pariaman,Sumatera Barat
CUST006338,Payakumbuh,Sumatera Barat
CUST006339,Solok,Sumatera Barat
CUST006340,Belitung,Kepulauan Bangka Belitung
CUST006341,Bungo,Jambi
CUST006342,Kaur,Bengkulu
CUST006343,Prabumulih,Sumatera Selatan
CUST006344,Lhokseumawe,Aceh
CUST006345,Binjai,Sumatera Utara
CUST006346,Banda Aceh,Aceh
CUST006347,Batam,Kepulauan Riau
CUST006348,Bangka,Kepulauan Bangka Belitung
CUST006349,Sabang,Aceh
CUST006350,Kaur,Bengkulu
CUST006351,Lampung Tengah,Lampung
CUST006352,Kerinci,Jambi
CUST006353,Bangka Barat,Kepulauan Bangka Belitung
CUST006354,Indragiri Hilir,Riau
CUST006355,Padangpanjang,Sumatera Barat
CUST006356,Sibolga,Sumatera Utara
CUST006357,Rejang Lebong,Bengkulu
CUST006358,Indragiri Hilir,Riau
CUST006359,Tanjungpinang,Kepulauan Riau
CUST006360,Indragiri Hilir,Riau
CUST006361,Pariaman,Sumatera Barat
CUST006362,Bangka Tengah,Kepulauan Bangka Belitung
CUST006363,Tebing Tinggi,Sumatera Utara
CUST006364,Lampung Selatan,Lampung
CUST006365,Musi Banyuasin,Sumatera Selatan
CUST006366,Kepahiang,Bengkulu
CUST006367,Rejang Lebong,Bengkulu
CUST006368,Lhokseumawe,Aceh
CUST006369,Rejang Lebong,Bengkulu
CUST006370,Jambi,Jambi
CUST006371,Medan,Sumatera Utara
CUST006372,Lahat,Sumatera Selatan
CUST006373,Palembang,Sumatera Selatan
CUST006374,Bengkalis,Riau
CUST006375,Sawahlunto,Sumatera Barat
CUST006376,Medan,Sumatera Utara
CUST006377,Indragiri Hulu,Riau
CUST006378,Lhokseumawe,Aceh
CUST006379,Indragiri Hulu,Riau
CUST006380,Kampar,Riau
CUST006381,Langsa,Aceh
CUST006382,Jambi,Jambi
CUST006383,Lingga,Kepulauan Riau
CUST006384,Subulussalam,Aceh
CUST006385,Bandar Lampung,Lampung
CUST006386,Lhokseumawe,Aceh
CUST006387,Padangsidimpuan,Sumatera Utara
CUST006388,Lhokseumawe,Aceh
CUST006389,Bungo,Jambi
CUST006390,Bangka,Kepulauan Bangka Belitung
CUST006391,Ogan Komering Ilir,Sumatera Selatan
CUST006392,Kaur,Bengkulu
CUST006393,Lubuklinggau,Sumatera Selatan
CUST006394,Padangsidimpuan,Sumatera Utara
CUST006395,Kaur,Bengkulu
CUST006396,Pangkalpinang,Kepulauan Bangka Belitung
CUST006397,Belitung Timur,Kepulauan Bangka Belitung
CUST006398,Padang,Sumatera Barat
CUST006399,Karimun,Kepulauan Riau
CUST006400,Lampung Tengah,Lampung
CUST006401,Lhokseumawe,Aceh
CUST006402,Bukittinggi,Sumatera Barat
CUST006403,Bandar Lampung,Lampung
CUST006404,Tanjungbalai,Sumatera Utara
CUST006405,Dumai,Riau
CUST006406,Pariaman,Sumatera Barat
CUST006407,Sawahlunto,Sumatera Barat
CUST006408,Belitung,Kepulauan Bangka Belitung
CUST006409,Natuna,Kepulauan Riau
CUST006410,Belitung Timur,Kepulauan Bangka Belitung
CUST006411,Prabumulih,Sumatera Selatan
CUST006412,Padangpanjang,Sumatera Barat
CUST006413,Batanghari,Jambi
CUST006414,Karimun,Kepulauan Riau
CUST006415,Sabang,Aceh
CUST006416,Dumai,Riau
CUST006417,Lingga,Kepulauan Riau
