id_order,id_pelanggan,metode_pembayaran,banyak_cicilan,total_pembayaran,status_order,timestamp_pembelian,timestamp_persetujuan_toko,timestamp_pengiriman_ke_pelanggan,estimasi_sampai
ORD00018924,CUST008679,Cicilan,12,16930000.0,Selesai,2025-01-19 09:22:44,2025-01-19 11:39:44,2025-01-22 11:39:44,2025-01-27
ORD00018925,CUST002312,Transfer Bank,0,24823000.0,Selesai,2025-01-23 09:22:44,2025-01-23 12:22:44,2025-01-27 12:22:44,2025-02-03
ORD00018926,CUST007023,Dompet Digital,0,28566000.0,Selesai,2024-07-13 09:22:44,2024-07-13 12:21:44,2024-07-14 12:21:44,2024-07-16
ORD00018927,CUST007029,Kartu Kredit,0,18413000.0,Selesai,2024-12-03 09:22:44,2024-12-03 10:12:44,2024-12-04 10:12:44,2024-12-08
ORD00018928,CUST005442,Cicilan,3,17156000.0,Selesai,2024-08-22 09:22:44,2024-08-22 11:35:44,2024-08-25 11:35:44,2024-09-01
ORD00018929,CUST001434,Cicilan,12,4074000.0,Selesai,2024-10-19 09:22:44,2024-10-19 10:55:44,2024-10-21 10:55:44,2024-10-26
ORD00018930,CUST000438,COD,0,4658000.0,Selesai,2024-10-04 09:22:44,2024-10-04 09:30:44,2024-10-05 09:30:44,2024-10-12
ORD00018931,CUST004182,Dompet Digital,0,13243000.0,Selesai,2024-07-17 09:22:44,2024-07-17 09:47:44,2024-07-19 09:47:44,2024-07-26
ORD00018932,CUST005680,Cicilan,3,11404000.0,Selesai,2024-07-07 09:22:44,2024-07-07 09:35:44,2024-07-09 09:35:44,2024-07-16
ORD00018933,CUST002496,Dompet Digital,0,27666000.0,Selesai,2024-07-09 09:22:44,2024-07-09 11:00:44,2024-07-10 11:00:44,2024-07-14
ORD00018934,CUST005169,Cicilan,12,9464000.0,Selesai,2025-03-17 09:22:44,2025-03-17 09:56:44,2025-03-19 09:56:44,2025-03-20
ORD00018935,CUST001621,Transfer Bank,0,8747000.0,Selesai,2025-04-06 09:22:44,2025-04-06 12:20:44,2025-04-07 12:20:44,2025-04-13
ORD00018936,CUST006439,Cicilan,6,4930000.0,Selesai,2025-02-24 09:22:44,2025-02-24 10:41:44,2025-02-25 10:41:44,2025-02-26
ORD00018937,CUST001642,Transfer Bank,0,18433000.0,Selesai,2025-05-16 09:22:44,2025-05-16 09:38:44,2025-05-19 09:38:44,2025-05-23
ORD00018938,CUST009451,Dompet Digital,0,5815000.0,Selesai,2025-04-12 09:22:44,2025-04-12 10:04:44,2025-04-17 10:04:44,2025-04-23
ORD00018939,CUST000399,Cicilan,3,10931000.0,Selesai,2024-11-23 09:22:44,2024-11-23 10:47:44,2024-11-26 10:47:44,2024-12-01
ORD00018940,CUST005608,Kartu Kredit,0,17098000.0,Selesai,2025-04-24 09:22:44,2025-04-24 10:51:44,2025-04-28 10:51:44,2025-05-04
ORD00018941,CUST006743,COD,0,13264000.0,Selesai,2024-08-13 09:22:44,2024-08-13 10:54:44,2024-08-17 10:54:44,2024-08-23
ORD00018942,CUST004288,Dompet Digital,0,21563000.0,Selesai,2025-01-10 09:22:44,2025-01-10 10:39:44,2025-01-11 10:39:44,2025-01-16
ORD00018943,CUST006283,Cicilan,12,24531000.0,Dibatalkan,2024-08-08 09:22:44,2024-08-08 10:16:44,,
ORD00018944,CUST006540,Kartu Kredit,0,8591000.0,Selesai,2024-08-12 09:22:44,2024-08-12 10:28:44,2024-08-15 10:28:44,2024-08-22
ORD00018945,CUST003706,COD,0,6344000.0,Dibatalkan,2024-05-28 09:22:44,2024-05-28 11:11:44,,
ORD00018946,CUST003222,Kartu Kredit,0,9002000.0,Selesai,2025-04-12 09:22:44,2025-04-12 09:53:44,2025-04-17 09:53:44,2025-04-20
ORD00018947,CUST005710,Dompet Digital,0,15896000.0,Selesai,2024-09-10 09:22:44,2024-09-10 09:35:44,2024-09-13 09:35:44,2024-09-16
ORD00018948,CUST008362,Transfer Bank,0,24663000.0,Selesai,2024-10-02 09:22:44,2024-10-02 11:05:44,2024-10-05 11:05:44,2024-10-12
ORD00018949,CUST007739,Kartu Kredit,0,19878000.0,Selesai,2024-10-28 09:22:44,2024-10-28 10:59:44,2024-11-02 10:59:44,2024-11-07
ORD00018950,CUST001450,Kartu Kredit,0,20534000.0,Selesai,2025-04-22 09:22:44,2025-04-22 09:34:44,2025-04-24 09:34:44,2025-05-01
ORD00018951,CUST004276,Kartu Kredit,0,15742000.0,Selesai,2024-12-08 09:22:44,2024-12-08 10:54:44,2024-12-12 10:54:44,2024-12-13
ORD00018952,CUST006136,COD,0,24021000.0,Selesai,2024-09-21 09:22:44,2024-09-21 09:45:44,2024-09-26 09:45:44,2024-10-03
ORD00018953,CUST004804,Dompet Digital,0,16090000.0,Selesai,2025-02-02 09:22:44,2025-02-02 12:22:44,2025-02-03 12:22:44,2025-02-10
ORD00018954,CUST003132,COD,0,12255000.0,Selesai,2024-08-19 09:22:44,2024-08-19 09:41:44,2024-08-23 09:41:44,2024-08-28
ORD00018955,CUST007782,Kartu Kredit,0,32225000.0,Selesai,2025-05-15 09:22:44,2025-05-15 10:41:44,2025-05-19 10:41:44,2025-05-26
ORD00018956,CUST001589,Kartu Kredit,0,20206000.0,Selesai,2025-05-06 09:22:44,2025-05-06 10:22:44,2025-05-10 10:22:44,2025-05-11
ORD00018957,CUST003392,Cicilan,12,26987000.0,Selesai,2024-07-29 09:22:44,2024-07-29 09:58:44,2024-07-30 09:58:44,2024-08-03
ORD00018958,CUST002292,Cicilan,3,17191000.0,Dikembalikan,2025-04-27 09:22:44,2025-04-27 10:39:44,,
ORD00018959,CUST000335,Kartu Kredit,0,13749000.0,Selesai,2025-03-07 09:22:44,2025-03-07 11:27:44,2025-03-08 11:27:44,2025-03-11
ORD00018960,CUST007167,Dompet Digital,0,21521000.0,Selesai,2024-06-18 09:22:44,2024-06-18 10:42:44,2024-06-21 10:42:44,2024-06-27
ORD00018961,CUST006571,Dompet Digital,0,17540000.0,Selesai,2024-09-09 09:22:44,2024-09-09 10:01:44,2024-09-12 10:01:44,2024-09-17
ORD00018962,CUST008611,Kartu Kredit,0,18135000.0,Selesai,2024-11-14 09:22:44,2024-11-14 09:47:44,2024-11-19 09:47:44,2024-11-22
ORD00018963,CUST004275,Kartu Kredit,0,29520000.0,Selesai,2024-12-11 09:22:44,2024-12-11 09:33:44,2024-12-16 09:33:44,2024-12-22
ORD00018964,CUST009337,Kartu Kredit,0,17451000.0,Selesai,2024-06-15 09:22:44,2024-06-15 11:38:44,2024-06-20 11:38:44,2024-06-22
ORD00018965,CUST003289,Transfer Bank,0,16272000.0,Selesai,2024-12-21 09:22:44,2024-12-21 10:10:44,2024-12-25 10:10:44,2024-12-27
ORD00018966,CUST006079,Dompet Digital,0,8736000.0,Selesai,2025-01-05 09:22:44,2025-01-05 11:22:44,2025-01-07 11:22:44,2025-01-08
ORD00018967,CUST001924,Kartu Kredit,0,42476000.0,Selesai,2024-10-10 09:22:44,2024-10-10 11:30:44,2024-10-11 11:30:44,2024-10-17
ORD00018968,CUST005179,COD,0,11664000.0,Selesai,2024-12-08 09:22:44,2024-12-08 09:51:44,2024-12-12 09:51:44,2024-12-18
ORD00018969,CUST000599,COD,0,20698000.0,Selesai,2024-06-06 09:22:44,2024-06-06 11:06:44,2024-06-09 11:06:44,2024-06-12
ORD00018970,CUST004800,Dompet Digital,0,1984000.0,Dibatalkan,2024-10-01 09:22:44,2024-10-01 09:36:44,,
ORD00018971,CUST001146,Transfer Bank,0,43478000.0,Selesai,2025-05-06 09:22:44,2025-05-06 09:40:44,2025-05-08 09:40:44,2025-05-14
ORD00018972,CUST003236,Dompet Digital,0,6093000.0,Dibatalkan,2024-09-14 09:22:44,2024-09-14 11:08:44,,
ORD00018973,CUST005261,Dompet Digital,0,22745000.0,Selesai,2024-05-28 09:22:44,2024-05-28 11:12:44,2024-06-01 11:12:44,2024-06-04
ORD00018974,CUST003622,Transfer Bank,0,24354000.0,Dibatalkan,2024-11-04 09:22:44,2024-11-04 11:02:44,,
ORD00018975,CUST004156,Dompet Digital,0,1643000.0,Selesai,2024-10-18 09:22:44,2024-10-18 12:14:44,2024-10-21 12:14:44,2024-10-26
ORD00018976,CUST009062,Cicilan,6,16604000.0,Selesai,2025-02-06 09:22:44,2025-02-06 11:52:44,2025-02-08 11:52:44,2025-02-10
ORD00018977,CUST006504,Kartu Kredit,0,14476000.0,Selesai,2024-07-05 09:22:44,2024-07-05 11:56:44,2024-07-07 11:56:44,2024-07-14
ORD00018978,CUST000618,COD,0,4507000.0,Selesai,2024-09-26 09:22:44,2024-09-26 09:49:44,2024-09-27 09:49:44,2024-09-29
ORD00018979,CUST003356,Kartu Kredit,0,16554000.0,Selesai,2024-06-29 09:22:44,2024-06-29 12:07:44,2024-07-04 12:07:44,2024-07-05
ORD00018980,CUST009196,COD,0,22761000.0,Selesai,2025-04-11 09:22:44,2025-04-11 10:38:44,2025-04-12 10:38:44,2025-04-16
ORD00018981,CUST009535,Cicilan,12,9195000.0,Dibatalkan,2024-10-03 09:22:44,2024-10-03 11:54:44,,
ORD00018982,CUST002808,Cicilan,12,27734000.0,Selesai,2024-12-07 09:22:44,2024-12-07 10:52:44,2024-12-09 10:52:44,2024-12-12
ORD00018983,CUST009376,Dompet Digital,0,25155000.0,Selesai,2025-04-23 09:22:44,2025-04-23 10:04:44,2025-04-27 10:04:44,2025-05-04
ORD00018984,CUST004372,Transfer Bank,0,31853000.0,Selesai,2025-04-26 09:22:44,2025-04-26 11:34:44,2025-04-29 11:34:44,2025-05-02
ORD00018985,CUST001006,COD,0,218000.0,Selesai,2025-02-23 09:22:44,2025-02-23 12:05:44,2025-02-27 12:05:44,2025-03-02
ORD00018986,CUST002185,Cicilan,6,11671000.0,Selesai,2024-11-12 09:22:44,2024-11-12 11:48:44,2024-11-15 11:48:44,2024-11-20
ORD00018987,CUST001333,COD,0,14292000.0,Dibatalkan,2024-11-24 09:22:44,2024-11-24 11:29:44,,
ORD00018988,CUST007222,Cicilan,12,9828000.0,Selesai,2025-01-15 09:22:44,2025-01-15 09:41:44,2025-01-16 09:41:44,2025-01-22
ORD00018989,CUST005957,Dompet Digital,0,38996000.0,Selesai,2024-10-21 09:22:44,2024-10-21 09:50:44,2024-10-24 09:50:44,2024-10-29
ORD00018990,CUST003063,Dompet Digital,0,2045000.0,Selesai,2024-09-07 09:22:44,2024-09-07 09:54:44,2024-09-08 09:54:44,2024-09-12
ORD00018991,CUST006847,Transfer Bank,0,25685000.0,Selesai,2024-08-08 09:22:44,2024-08-08 11:50:44,2024-08-09 11:50:44,2024-08-13
ORD00018992,CUST005812,Dompet Digital,0,36645000.0,Selesai,2024-09-12 09:22:44,2024-09-12 10:47:44,2024-09-13 10:47:44,2024-09-17
ORD00018993,CUST003171,COD,0,16476000.0,Selesai,2024-09-19 09:22:44,2024-09-19 10:13:44,2024-09-21 10:13:44,2024-09-23
ORD00018994,CUST009614,Dompet Digital,0,12510000.0,Selesai,2025-03-23 09:22:44,2025-03-23 10:38:44,2025-03-28 10:38:44,2025-03-31
ORD00018995,CUST000679,Kartu Kredit,0,6388000.0,Selesai,2025-03-10 09:22:44,2025-03-10 11:44:44,2025-03-12 11:44:44,2025-03-16
ORD00018996,CUST001164,Kartu Kredit,0,27609000.0,Dikembalikan,2024-09-05 09:22:44,2024-09-05 10:10:44,,
ORD00018997,CUST003903,Transfer Bank,0,15112000.0,Selesai,2024-11-24 09:22:44,2024-11-24 09:57:44,2024-11-25 09:57:44,2024-11-26
ORD00018998,CUST005851,Transfer Bank,0,26346000.0,Selesai,2025-02-04 09:22:44,2025-02-04 10:23:44,2025-02-09 10:23:44,2025-02-10
ORD00018999,CUST006648,Cicilan,6,30219000.0,Selesai,2024-06-27 09:22:44,2024-06-27 11:06:44,2024-06-29 11:06:44,2024-07-06
ORD00019000,CUST002843,COD,0,40724000.0,Selesai,2024-09-09 09:22:44,2024-09-09 11:31:44,2024-09-14 11:31:44,2024-09-15
ORD00019001,CUST001306,Dompet Digital,0,11505000.0,Selesai,2024-08-27 09:22:44,2024-08-27 10:21:44,2024-08-30 10:21:44,2024-09-04
ORD00019002,CUST005575,Cicilan,6,26097000.0,Selesai,2025-03-14 09:22:44,2025-03-14 10:56:44,2025-03-19 10:56:44,2025-03-20
ORD00019003,CUST005447,Dompet Digital,0,17691000.0,Selesai,2025-05-19 09:22:44,2025-05-19 10:12:44,2025-05-22 10:12:44,2025-05-24
ORD00019004,CUST003406,COD,0,18349000.0,Selesai,2025-01-07 09:22:44,2025-01-07 10:59:44,2025-01-08 10:59:44,2025-01-11
ORD00019005,CUST000415,Dompet Digital,0,5774000.0,Selesai,2024-09-10 09:22:44,2024-09-10 10:10:44,2024-09-15 10:10:44,2024-09-19
ORD00019006,CUST004058,Dompet Digital,0,10992000.0,Selesai,2025-01-14 09:22:44,2025-01-14 10:14:44,2025-01-16 10:14:44,2025-01-18
ORD00019007,CUST008966,Cicilan,3,2628000.0,Selesai,2025-01-07 09:22:44,2025-01-07 11:15:44,2025-01-12 11:15:44,2025-01-18
ORD00019008,CUST001578,Dompet Digital,0,32743000.0,Selesai,2024-10-12 09:22:44,2024-10-12 12:09:44,2024-10-14 12:09:44,2024-10-18
ORD00019009,CUST004074,Transfer Bank,0,30232000.0,Selesai,2025-03-14 09:22:44,2025-03-14 11:10:44,2025-03-17 11:10:44,2025-03-21
ORD00019010,CUST002955,Transfer Bank,0,32236000.0,Selesai,2025-04-03 09:22:44,2025-04-03 12:22:44,2025-04-06 12:22:44,2025-04-09
ORD00019011,CUST006030,Kartu Kredit,0,29749000.0,Dibatalkan,2024-12-27 09:22:44,2024-12-27 09:27:44,,
ORD00019012,CUST002614,Kartu Kredit,0,21567000.0,Selesai,2024-08-06 09:22:44,2024-08-06 10:56:44,2024-08-07 10:56:44,2024-08-14
ORD00019013,CUST003161,Transfer Bank,0,17638000.0,Selesai,2025-03-14 09:22:44,2025-03-14 11:15:44,2025-03-16 11:15:44,2025-03-23
ORD00019014,CUST009281,Cicilan,12,30997000.0,Selesai,2025-05-02 09:22:44,2025-05-02 09:53:44,2025-05-03 09:53:44,2025-05-10
ORD00019015,CUST000691,COD,0,31703000.0,Selesai,2025-03-04 09:22:44,2025-03-04 11:09:44,2025-03-06 11:09:44,2025-03-08
ORD00019016,CUST009532,COD,0,687000.0,Selesai,2025-02-02 09:22:44,2025-02-02 12:07:44,2025-02-03 12:07:44,2025-02-05
ORD00019017,CUST009705,COD,0,29308000.0,Selesai,2024-06-10 09:22:44,2024-06-10 11:44:44,2024-06-15 11:44:44,2024-06-16
ORD00019018,CUST008667,Kartu Kredit,0,18857000.0,Selesai,2024-08-12 09:22:44,2024-08-12 11:59:44,2024-08-13 11:59:44,2024-08-15
ORD00019019,CUST004473,Kartu Kredit,0,26772000.0,Selesai,2025-05-11 09:22:44,2025-05-11 10:38:44,2025-05-15 10:38:44,2025-05-17
ORD00019020,CUST000309,COD,0,4011000.0,Selesai,2024-07-12 09:22:44,2024-07-12 10:38:44,2024-07-15 10:38:44,2024-07-19
ORD00019021,CUST003315,Cicilan,12,16869000.0,Selesai,2025-01-06 09:22:44,2025-01-06 12:00:44,2025-01-08 12:00:44,2025-01-15
ORD00019022,CUST007352,Kartu Kredit,0,13280000.0,Selesai,2024-07-07 09:22:44,2024-07-07 12:00:44,2024-07-10 12:00:44,2024-07-11
ORD00019023,CUST000681,Dompet Digital,0,6764000.0,Selesai,2024-12-18 09:22:44,2024-12-18 11:15:44,2024-12-20 11:15:44,2024-12-21
ORD00019024,CUST006505,Cicilan,6,10437000.0,Selesai,2024-11-11 09:22:44,2024-11-11 10:42:44,2024-11-16 10:42:44,2024-11-23
ORD00019025,CUST003629,Kartu Kredit,0,6600000.0,Selesai,2024-09-30 09:22:44,2024-09-30 10:30:44,2024-10-05 10:30:44,2024-10-06
ORD00019026,CUST007908,Transfer Bank,0,10821000.0,Selesai,2024-07-02 09:22:44,2024-07-02 12:08:44,2024-07-07 12:08:44,2024-07-13
ORD00019027,CUST008546,Cicilan,3,28833000.0,Dikembalikan,2025-05-06 09:22:44,2025-05-06 10:08:44,,
ORD00019028,CUST003482,Transfer Bank,0,6972000.0,Dibatalkan,2024-06-06 09:22:44,2024-06-06 10:17:44,,
ORD00019029,CUST001795,Transfer Bank,0,23703000.0,Selesai,2025-02-11 09:22:44,2025-02-11 11:46:44,2025-02-14 11:46:44,2025-02-19
ORD00019030,CUST002076,Transfer Bank,0,22128000.0,Selesai,2024-07-01 09:22:44,2024-07-01 10:34:44,2024-07-04 10:34:44,2024-07-06
ORD00019031,CUST008431,Transfer Bank,0,10105000.0,Selesai,2024-06-03 09:22:44,2024-06-03 11:59:44,2024-06-08 11:59:44,2024-06-10
ORD00019032,CUST007815,COD,0,14882000.0,Dibatalkan,2024-10-14 09:22:44,2024-10-14 11:05:44,,
ORD00019033,CUST001166,Transfer Bank,0,16696000.0,Selesai,2025-01-14 09:22:44,2025-01-14 11:54:44,2025-01-19 11:54:44,2025-01-26
ORD00019034,CUST004095,Dompet Digital,0,5982000.0,Selesai,2024-06-07 09:22:44,2024-06-07 11:38:44,2024-06-10 11:38:44,2024-06-12
ORD00019035,CUST004116,Transfer Bank,0,3208000.0,Selesai,2024-08-07 09:22:44,2024-08-07 11:59:44,2024-08-10 11:59:44,2024-08-14
ORD00019036,CUST005931,Transfer Bank,0,10338000.0,Selesai,2024-11-23 09:22:44,2024-11-23 12:02:44,2024-11-24 12:02:44,2024-11-27
ORD00019037,CUST009742,Transfer Bank,0,12426000.0,Selesai,2024-08-26 09:22:44,2024-08-26 10:47:44,2024-08-28 10:47:44,2024-08-29
ORD00019038,CUST007165,Dompet Digital,0,18490000.0,Selesai,2024-12-21 09:22:44,2024-12-21 09:56:44,2024-12-26 09:56:44,2025-01-01
ORD00019039,CUST000518,COD,0,14390000.0,Selesai,2024-09-06 09:22:44,2024-09-06 10:49:44,2024-09-09 10:49:44,2024-09-11
ORD00019040,CUST002669,Cicilan,6,35561000.0,Selesai,2025-05-04 09:22:44,2025-05-04 10:51:44,2025-05-07 10:51:44,2025-05-11
ORD00019041,CUST000426,Transfer Bank,0,39327000.0,Selesai,2025-01-15 09:22:44,2025-01-15 11:50:44,2025-01-16 11:50:44,2025-01-23
ORD00019042,CUST008121,Kartu Kredit,0,20175000.0,Selesai,2024-09-02 09:22:44,2024-09-02 11:35:44,2024-09-04 11:35:44,2024-09-11
ORD00019043,CUST009968,Dompet Digital,0,10734000.0,Selesai,2024-05-31 09:22:44,2024-05-31 11:08:44,2024-06-05 11:08:44,2024-06-09
ORD00019044,CUST008887,COD,0,17287000.0,Selesai,2024-07-20 09:22:44,2024-07-20 10:51:44,2024-07-25 10:51:44,2024-07-26
ORD00019045,CUST009112,COD,0,9801000.0,Selesai,2025-05-20 09:22:44,2025-05-20 09:51:44,2025-05-21 09:51:44,2025-05-28
ORD00019046,CUST002355,Dompet Digital,0,27060000.0,Selesai,2024-12-21 09:22:44,2024-12-21 11:16:44,2024-12-26 11:16:44,2024-12-30
ORD00019047,CUST006849,Cicilan,12,13067000.0,Selesai,2024-12-08 09:22:44,2024-12-08 10:49:44,2024-12-11 10:49:44,2024-12-17
ORD00019048,CUST009498,Dompet Digital,0,27271000.0,Selesai,2025-02-20 09:22:44,2025-02-20 12:00:44,2025-02-22 12:00:44,2025-02-26
ORD00019049,CUST001351,Cicilan,6,6149000.0,Selesai,2024-12-20 09:22:44,2024-12-20 11:13:44,2024-12-24 11:13:44,2024-12-26
ORD00019050,CUST000535,Dompet Digital,0,3139000.0,Selesai,2025-04-20 09:22:44,2025-04-20 10:41:44,2025-04-24 10:41:44,2025-04-28
ORD00019051,CUST003753,Transfer Bank,0,15232000.0,Selesai,2024-10-08 09:22:44,2024-10-08 09:50:44,2024-10-10 09:50:44,2024-10-15
ORD00019052,CUST003727,Cicilan,3,13095000.0,Selesai,2024-06-05 09:22:44,2024-06-05 09:45:44,2024-06-06 09:45:44,2024-06-07
ORD00019053,CUST007407,COD,0,25984000.0,Selesai,2024-09-16 09:22:44,2024-09-16 11:07:44,2024-09-20 11:07:44,2024-09-24
ORD00019054,CUST001766,Transfer Bank,0,12778000.0,Selesai,2025-05-19 09:22:44,2025-05-19 10:28:44,2025-05-24 10:28:44,2025-05-28
ORD00019055,CUST004303,Transfer Bank,0,5818000.0,Selesai,2025-02-16 09:22:44,2025-02-16 11:47:44,2025-02-17 11:47:44,2025-02-22
ORD00019056,CUST004150,COD,0,24690000.0,Selesai,2024-09-27 09:22:44,2024-09-27 10:24:44,2024-09-28 10:24:44,2024-10-01
ORD00019057,CUST009081,Dompet Digital,0,13826000.0,Selesai,2024-12-17 09:22:44,2024-12-17 09:29:44,2024-12-19 09:29:44,2024-12-22
ORD00019058,CUST009221,Cicilan,3,6232000.0,Dibatalkan,2025-02-04 09:22:44,2025-02-04 10:00:44,,
ORD00019059,CUST007476,COD,0,9820000.0,Selesai,2024-06-16 09:22:44,2024-06-16 10:58:44,2024-06-18 10:58:44,2024-06-25
ORD00019060,CUST002442,Cicilan,12,6554000.0,Dibatalkan,2025-04-30 09:22:44,2025-04-30 11:20:44,,
ORD00019061,CUST002738,Kartu Kredit,0,13872000.0,Selesai,2024-11-18 09:22:44,2024-11-18 11:26:44,2024-11-20 11:26:44,2024-11-21
ORD00019062,CUST008450,Kartu Kredit,0,315000.0,Selesai,2024-09-15 09:22:44,2024-09-15 09:33:44,2024-09-19 09:33:44,2024-09-26
ORD00019063,CUST003737,Kartu Kredit,0,5745000.0,Selesai,2024-12-22 09:22:44,2024-12-22 09:32:44,2024-12-26 09:32:44,2024-12-30
ORD00019064,CUST003905,Transfer Bank,0,2775000.0,Selesai,2025-04-22 09:22:44,2025-04-22 11:51:44,2025-04-26 11:51:44,2025-05-02
ORD00019065,CUST006943,Cicilan,12,19062000.0,Selesai,2024-12-16 09:22:44,2024-12-16 10:27:44,2024-12-18 10:27:44,2024-12-22
ORD00019066,CUST004706,COD,0,7850000.0,Selesai,2025-04-10 09:22:44,2025-04-10 11:16:44,2025-04-12 11:16:44,2025-04-13
ORD00019067,CUST003992,Dompet Digital,0,24933000.0,Selesai,2024-12-21 09:22:44,2024-12-21 10:10:44,2024-12-26 10:10:44,2024-12-31
ORD00019068,CUST007497,Dompet Digital,0,4230000.0,Selesai,2024-07-06 09:22:44,2024-07-06 11:05:44,2024-07-10 11:05:44,2024-07-13
ORD00019069,CUST005789,Transfer Bank,0,3630000.0,Selesai,2024-11-23 09:22:44,2024-11-23 09:59:44,2024-11-27 09:59:44,2024-12-04
ORD00019070,CUST001945,Cicilan,3,10973000.0,Selesai,2024-06-29 09:22:44,2024-06-29 10:22:44,2024-07-02 10:22:44,2024-07-03
ORD00019071,CUST003949,COD,0,26568000.0,Selesai,2024-08-05 09:22:44,2024-08-05 11:17:44,2024-08-07 11:17:44,2024-08-14
ORD00019072,CUST009008,Dompet Digital,0,9500000.0,Selesai,2024-07-16 09:22:44,2024-07-16 10:53:44,2024-07-19 10:53:44,2024-07-22
ORD00019073,CUST006421,COD,0,10010000.0,Selesai,2024-11-24 09:22:44,2024-11-24 11:04:44,2024-11-26 11:04:44,2024-12-01
ORD00019074,CUST004639,COD,0,27985000.0,Selesai,2025-01-18 09:22:44,2025-01-18 09:59:44,2025-01-20 09:59:44,2025-01-27
ORD00019075,CUST005668,Dompet Digital,0,3222000.0,Selesai,2024-12-10 09:22:44,2024-12-10 10:54:44,2024-12-13 10:54:44,2024-12-15
ORD00019076,CUST001060,Kartu Kredit,0,23873000.0,Selesai,2025-03-19 09:22:44,2025-03-19 11:14:44,2025-03-23 11:14:44,2025-03-29
ORD00019077,CUST009345,COD,0,40754000.0,Selesai,2025-04-16 09:22:44,2025-04-16 09:59:44,2025-04-18 09:59:44,2025-04-25
ORD00019078,CUST007730,COD,0,19103000.0,Selesai,2024-09-07 09:22:44,2024-09-07 09:39:44,2024-09-10 09:39:44,2024-09-11
ORD00019079,CUST002447,Cicilan,6,24095000.0,Selesai,2024-08-31 09:22:44,2024-08-31 10:24:44,2024-09-03 10:24:44,2024-09-10
ORD00019080,CUST009822,Kartu Kredit,0,9405000.0,Selesai,2024-06-17 09:22:44,2024-06-17 10:12:44,2024-06-21 10:12:44,2024-06-28
ORD00019081,CUST004272,Dompet Digital,0,16221000.0,Selesai,2025-03-25 09:22:44,2025-03-25 10:03:44,2025-03-29 10:03:44,2025-03-30
ORD00019082,CUST009664,Kartu Kredit,0,22213000.0,Selesai,2025-04-14 09:22:44,2025-04-14 12:09:44,2025-04-17 12:09:44,2025-04-22
ORD00019083,CUST002575,Kartu Kredit,0,26232000.0,Dikembalikan,2025-01-21 09:22:44,2025-01-21 11:25:44,,
ORD00019084,CUST000910,Dompet Digital,0,18961000.0,Selesai,2025-01-29 09:22:44,2025-01-29 10:03:44,2025-02-01 10:03:44,2025-02-07
ORD00019085,CUST009680,COD,0,18883000.0,Selesai,2024-07-13 09:22:44,2024-07-13 10:01:44,2024-07-18 10:01:44,2024-07-23
ORD00019086,CUST002357,COD,0,16551000.0,Selesai,2024-08-04 09:22:44,2024-08-04 10:26:44,2024-08-06 10:26:44,2024-08-10
ORD00019087,CUST004293,Dompet Digital,0,7114000.0,Selesai,2025-04-17 09:22:44,2025-04-17 09:49:44,2025-04-22 09:49:44,2025-04-28
ORD00019088,CUST006992,Dompet Digital,0,20446000.0,Dibatalkan,2024-07-08 09:22:44,2024-07-08 11:57:44,,
ORD00019089,CUST000865,COD,0,15364000.0,Dibatalkan,2025-01-04 09:22:44,2025-01-04 10:08:44,,
ORD00019090,CUST001397,Cicilan,6,8869000.0,Selesai,2025-05-16 09:22:44,2025-05-16 11:33:44,2025-05-21 11:33:44,2025-05-22
ORD00019091,CUST002789,Transfer Bank,0,16139000.0,Selesai,2024-11-23 09:22:44,2024-11-23 10:41:44,2024-11-28 10:41:44,2024-12-04
ORD00019092,CUST006073,Kartu Kredit,0,3356000.0,Selesai,2024-06-17 09:22:44,2024-06-17 10:32:44,2024-06-20 10:32:44,2024-06-25
ORD00019093,CUST003256,Kartu Kredit,0,20814000.0,Selesai,2025-02-21 09:22:44,2025-02-21 11:23:44,2025-02-25 11:23:44,2025-03-03
ORD00019094,CUST008673,COD,0,13475000.0,Selesai,2024-07-02 09:22:44,2024-07-02 12:08:44,2024-07-07 12:08:44,2024-07-10
ORD00019095,CUST004080,Kartu Kredit,0,5140000.0,Selesai,2024-12-09 09:22:44,2024-12-09 11:42:44,2024-12-13 11:42:44,2024-12-14
ORD00019096,CUST009629,Dompet Digital,0,17103000.0,Selesai,2024-11-24 09:22:44,2024-11-24 11:16:44,2024-11-28 11:16:44,2024-11-30
ORD00019097,CUST004885,Cicilan,3,11742000.0,Selesai,2024-12-23 09:22:44,2024-12-23 10:07:44,2024-12-28 10:07:44,2024-12-30
ORD00019098,CUST005348,Transfer Bank,0,15868000.0,Selesai,2024-12-23 09:22:44,2024-12-23 10:42:44,2024-12-26 10:42:44,2024-12-27
ORD00019099,CUST000726,Dompet Digital,0,8349000.0,Selesai,2025-02-12 09:22:44,2025-02-12 11:07:44,2025-02-13 11:07:44,2025-02-20
ORD00019100,CUST000600,COD,0,1689000.0,Selesai,2025-02-12 09:22:44,2025-02-12 12:19:44,2025-02-13 12:19:44,2025-02-16
ORD00019101,CUST009426,Dompet Digital,0,50000.0,Selesai,2024-12-06 09:22:44,2024-12-06 12:22:44,2024-12-11 12:22:44,2024-12-15
ORD00019102,CUST001178,Dompet Digital,0,32840000.0,Selesai,2024-08-30 09:22:44,2024-08-30 12:01:44,2024-08-31 12:01:44,2024-09-01
